Nchelenge  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Nchelenge  Friday
4:15  -  4:29,134762533,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:15  -  4:29,5:00  -  5:14,13:00  -  13:14,14:15  -  14:29,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,134762533,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:15  -  4:29,5:00  -  5:14,13:00  -  13:14,14:15  -  14:29,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,134762533,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:15  -  4:29,5:00  -  5:14,13:00  -  13:14,14:15  -  14:29,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134698253,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"12:00  -  12:14,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134698253,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"12:00  -  12:14,17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134702886,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134702886,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134702886,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134702886,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134702886,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134748426,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:45  -  4:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134748426,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:45  -  4:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134748426,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:45  -  4:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:45  -  4:59,134748426,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:45  -  4:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134748426,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:45  -  4:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,134748426,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"4:45  -  4:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134655170,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"13:15  -  13:29,20:00  -  20:14,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134655170,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"13:15  -  13:29,20:00  -  20:14,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,134655170,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"13:15  -  13:29,20:00  -  20:14,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134655477,Luapula,Nchelenge,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134655477,Luapula,Nchelenge,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134655477,Luapula,Nchelenge,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134655477,Luapula,Nchelenge,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134663053,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:30  -  13:44,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:45  -  12:59,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134667613,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134667614,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,35 – 44,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134669228,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134669228,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134669228,Luapula,Nchelenge,Rural,Male,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"19:45  -  19:59,20:30  -  20:44,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:15  -  11:29,134624178,Luapula,Nchelenge,Rural,Male,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"3:00  -  3:14,5:15  -  5:29,8:30  -  8:44,11:15  -  11:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:15  -  5:29,134624178,Luapula,Nchelenge,Rural,Male,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"3:00  -  3:14,5:15  -  5:29,8:30  -  8:44,11:15  -  11:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
3:00  -  3:14,134624178,Luapula,Nchelenge,Rural,Male,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"3:00  -  3:14,5:15  -  5:29,8:30  -  8:44,11:15  -  11:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,134624178,Luapula,Nchelenge,Rural,Male,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"3:00  -  3:14,5:15  -  5:29,8:30  -  8:44,11:15  -  11:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,134666747,Luapula,Nchelenge,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"17:15  -  17:29,17:30  -  17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,134666747,Luapula,Nchelenge,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"17:15  -  17:29,17:30  -  17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134699420,Luapula,Nchelenge,Rural,Male,3,,,Secondary,Christian,Not employed,,Do not know,,19 – 24,"10:00  -  10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134705428,Luapula,Nchelenge,Urban,Female,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"11:30  -  11:44,12:45  -  12:59,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134705428,Luapula,Nchelenge,Urban,Female,1,,,Primary,Christian,Not employed,,No Income,,15 – 18,"11:30  -  11:44,12:45  -  12:59,19:30  -  19:44,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
